protein_a,protein_b,interaction_score,experiment_approach,pubmed_id,GO_a,GO_b
b3287,b0662,169,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005829|GO:0006412|GO:0008198|GO:0008270|GO:0016787|GO:0018206|GO:0031365|GO:0042586|GO:0043022|GO:0043686|GO:0046872,GO:0004497|GO:0005515|GO:0005737|GO:0006744|GO:0008682|GO:0016705|GO:0071949|GO:0110142
b3102,b0662,164,Two-hybrid,PUBMED:24561554,GO:0004364|GO:0005737|GO:0016491|GO:0016672|GO:0042803,GO:0004497|GO:0005515|GO:0005737|GO:0006744|GO:0008682|GO:0016705|GO:0071949|GO:0110142
b2025,b0662,177,Two-hybrid,PUBMED:24561554,GO:0000105|GO:0000107|GO:0005515|GO:0005737|GO:0005829|GO:0009382|GO:0016829,GO:0004497|GO:0005515|GO:0005737|GO:0006744|GO:0008682|GO:0016705|GO:0071949|GO:0110142
b2421,b0712,150,Two-hybrid,PUBMED:24561554,GO:0004124|GO:0005515|GO:0005737|GO:0006535|GO:0016226|GO:0016740|GO:0016765|GO:0016829|GO:0019344|GO:0019345|GO:0019450|GO:0030170|GO:0042803|GO:0080146,GO:0005524|GO:0005829|GO:0016787|GO:0017168
b0026,b0780,542,Two-hybrid,PUBMED:24561554,GO:0000049|GO:0002161|GO:0004812|GO:0004822|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006412|GO:0006418|GO:0006428|GO:0008270|GO:0046677|GO:0046872|GO:0106074,GO:0005515|GO:0005737|GO:0008360|GO:0043743
b0642,b0780,548,Two-hybrid,PUBMED:24561554,GO:0002161|GO:0004812|GO:0004823|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006412|GO:0006418|GO:0006429|GO:0106074,GO:0005515|GO:0005737|GO:0008360|GO:0043743
b2713,b0872,542,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0009055|GO:0046872|GO:0051539,GO:0016491|GO:0016651|GO:0046872|GO:0050660|GO:0051536|GO:0051537
b2471,b0872,567,Two-hybrid,PUBMED:24561554,GO:0005829,GO:0016491|GO:0016651|GO:0046872|GO:0050660|GO:0051536|GO:0051537
b0785,b0872,542,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005829|GO:0006777|GO:0016740|GO:0030366|GO:0032324|GO:0042803|GO:1990140,GO:0016491|GO:0016651|GO:0046872|GO:0050660|GO:0051536|GO:0051537
b1446,b0872,542,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005829,GO:0016491|GO:0016651|GO:0046872|GO:0050660|GO:0051536|GO:0051537
b0601,b0872,548,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0071453,GO:0016491|GO:0016651|GO:0046872|GO:0050660|GO:0051536|GO:0051537
b4079,b0873,404,Two-hybrid,PUBMED:24561554,GO:0003954|GO:0005515|GO:0005829|GO:0006007|GO:0008863|GO:0009061|GO:0009326|GO:0015942|GO:0015944|GO:0016020|GO:0016491|GO:0016903|GO:0019628|GO:0019645|GO:0022904|GO:0043546|GO:0045333|GO:0046872|GO:0051539|GO:1990204,GO:0003824|GO:0004601|GO:0005515|GO:0005737|GO:0016491|GO:0016661|GO:0042542|GO:0046210|GO:0046872|GO:0050418|GO:0051536|GO:0051537|GO:0098869
b2677,b0874,363,Two-hybrid,PUBMED:24561554,GO:0005034|GO:0005275|GO:0005515|GO:0005524|GO:0005886|GO:0006865|GO:0006972|GO:0015837|GO:0016020|GO:0016887|GO:0031460|GO:0043190|GO:0071470|GO:0089718|GO:1903804|GO:1990222,GO:0005886|GO:0006865|GO:0015661|GO:1903401
b2947,b0946,155,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0003824|GO:0004363|GO:0005524|GO:0005737|GO:0005829|GO:0006750|GO:0016874|GO:0042802|GO:0046872|GO:0051289,GO:0000917|GO:0005515|GO:0005737|GO:0032153|GO:0042802|GO:0043093|GO:0051301|GO:0051302|GO:0090529
b0864,b0946,602,Two-hybrid,PUBMED:24561554,GO:0003333|GO:0005524|GO:0005886|GO:0006865|GO:0015424|GO:0015426|GO:0016020|GO:0016887|GO:0055052|GO:0097638,GO:0000917|GO:0005515|GO:0005737|GO:0032153|GO:0042802|GO:0043093|GO:0051301|GO:0051302|GO:0090529
b0595,b0946,542,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005515|GO:0005737|GO:0005829|GO:0005886|GO:0008908|GO:0009239|GO:0016765|GO:0016787|GO:0016874|GO:0031177|GO:0042802|GO:0046872|GO:0047527,GO:0000917|GO:0005515|GO:0005737|GO:0032153|GO:0042802|GO:0043093|GO:0051301|GO:0051302|GO:0090529
b3723,b0946,542,Two-hybrid,PUBMED:24561554,GO:0003723|GO:0005515|GO:0045893,GO:0000917|GO:0005515|GO:0005737|GO:0032153|GO:0042802|GO:0043093|GO:0051301|GO:0051302|GO:0090529
b1785,b0946,155,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005525|GO:0005886|GO:0016740|GO:0043709|GO:0046872|GO:0052621|GO:1902201,GO:0000917|GO:0005515|GO:0005737|GO:0032153|GO:0042802|GO:0043093|GO:0051301|GO:0051302|GO:0090529
b0740,b0947,178,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0015031|GO:0016020|GO:0017038|GO:0019904|GO:0030288|GO:0032153|GO:0032991|GO:0042597|GO:0043213|GO:0044877|GO:0051301|GO:0071237|GO:0090529|GO:1905153,GO:0003824|GO:0005515|GO:0009407|GO:0009636|GO:0030151|GO:0030170|GO:0051537
b3871,b0948,610,Two-hybrid,PUBMED:24561554,GO:0000027|GO:0000049|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005829|GO:0006412|GO:0006457|GO:0009408|GO:0009409|GO:0016787|GO:0019843|GO:0042254|GO:0043022|GO:0044183|GO:0097216|GO:1990904,GO:0003723|GO:0005515|GO:0005737|GO:0006364|GO:0006396|GO:0008168|GO:0008990|GO:0031167|GO:0032259|GO:0052915|GO:0070043|GO:0070475|GO:0070476
b3871,b0948,610,Affinity Capture-Western,PUBMED:24561554,GO:0000027|GO:0000049|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005829|GO:0006412|GO:0006457|GO:0009408|GO:0009409|GO:0016787|GO:0019843|GO:0042254|GO:0043022|GO:0044183|GO:0097216|GO:1990904,GO:0003723|GO:0005515|GO:0005737|GO:0006364|GO:0006396|GO:0008168|GO:0008990|GO:0031167|GO:0032259|GO:0052915|GO:0070043|GO:0070475|GO:0070476
b3871,b0948,610,Affinity Capture-Luminescence,PUBMED:24561554,GO:0000027|GO:0000049|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005829|GO:0006412|GO:0006457|GO:0009408|GO:0009409|GO:0016787|GO:0019843|GO:0042254|GO:0043022|GO:0044183|GO:0097216|GO:1990904,GO:0003723|GO:0005515|GO:0005737|GO:0006364|GO:0006396|GO:0008168|GO:0008990|GO:0031167|GO:0032259|GO:0052915|GO:0070043|GO:0070475|GO:0070476
b1269,b0948,722,Two-hybrid,PUBMED:24561554,GO:0000455|GO:0001522|GO:0003723|GO:0005515|GO:0005829|GO:0006364|GO:0009982|GO:0016853|GO:0120159|GO:0160139,GO:0003723|GO:0005515|GO:0005737|GO:0006364|GO:0006396|GO:0008168|GO:0008990|GO:0031167|GO:0032259|GO:0052915|GO:0070043|GO:0070475|GO:0070476
b0059,b0948,299,Two-hybrid,PUBMED:24561554,GO:0001000|GO:0003676|GO:0003677|GO:0003682|GO:0004386|GO:0005515|GO:0005524|GO:0005737|GO:0006338|GO:0006355|GO:0016787|GO:0016817|GO:0016887|GO:0031507|GO:0045893|GO:0045944|GO:0140658|GO:0140750,GO:0003723|GO:0005515|GO:0005737|GO:0006364|GO:0006396|GO:0008168|GO:0008990|GO:0031167|GO:0032259|GO:0052915|GO:0070043|GO:0070475|GO:0070476
b1120,b0959,870,Two-hybrid,PUBMED:24561554,GO:0003950|GO:0005515|GO:0005737|GO:0006338|GO:0006476|GO:0008270|GO:0016740|GO:0017136|GO:0034979|GO:0036048|GO:0036049|GO:0036054|GO:0036055|GO:0046872|GO:0070403|GO:0160013,GO:0005515|GO:0009290|GO:0030420|GO:1903658
b4554,b0985,157,Two-hybrid,PUBMED:24561554,unknown,unknown
b1082,b1033,188,Two-hybrid,PUBMED:24561554,GO:0005198|GO:0005515|GO:0005576|GO:0009288|GO:0009424|GO:0044780,GO:0005737|GO:0005829|GO:0008465|GO:0016491|GO:0016616|GO:0016618|GO:0030267|GO:0033554|GO:0051287|GO:0120509
b3361,b1046,331,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0016779|GO:0051302|GO:0070733,GO:0008654|GO:0016740|GO:0016780|GO:0030572|GO:0032049|GO:0090483
b1118,b1104,161,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005886|GO:0016020|GO:0042953|GO:0043190|GO:0044874|GO:0098797|GO:0140306,GO:0006974
b3210,b1117,301,Two-hybrid,PUBMED:24561554,GO:0000155|GO:0000160|GO:0004673|GO:0004721|GO:0005515|GO:0005524|GO:0005829|GO:0005886|GO:0006355|GO:0007165|GO:0016020|GO:0016301|GO:0016310|GO:0018106|GO:0046777|GO:0070482,GO:0005524|GO:0005886|GO:0016020|GO:0016887|GO:0022857|GO:0043190|GO:0044873|GO:0044874|GO:0055085|GO:0089705|GO:0098797|GO:0140306
b2580,b1117,161,Two-hybrid,PUBMED:24561554,GO:0004844|GO:0005515|GO:0005737|GO:0006281|GO:0006284|GO:0016787|GO:0097510,GO:0005524|GO:0005886|GO:0016020|GO:0016887|GO:0022857|GO:0043190|GO:0044873|GO:0044874|GO:0055085|GO:0089705|GO:0098797|GO:0140306
b0640,b1166,158,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003689|GO:0003887|GO:0005515|GO:0006260|GO:0006261|GO:0009360|GO:0030894|GO:0043846|GO:0071897,GO:0003677|GO:0005515|GO:0042542|GO:0042803|GO:0044010|GO:0071468
b1200,b1201,999,Two-hybrid,PUBMED:24561554,GO:0004371|GO:0005515|GO:0005829|GO:0006071|GO:0006090|GO:0006974|GO:0016301|GO:0016310|GO:0019563|GO:0042182|GO:0042802|GO:0042803|GO:0046365|GO:0046835|GO:0047324|GO:0061610|GO:1990234,GO:0003677|GO:0005515|GO:0005524|GO:0006071|GO:0006351|GO:0006355|GO:0016887|GO:0043565
b2180,b1246,817,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005886|GO:0015833|GO:0016020|GO:0016887|GO:0022857|GO:0035672|GO:0042626|GO:0042884|GO:0055052,GO:0005515|GO:0005524|GO:0005886|GO:0015031|GO:0015640|GO:0015833|GO:0015834|GO:0016020|GO:0016887|GO:0055052|GO:0140205|GO:0140207
b1836,b1284,542,Two-hybrid,PUBMED:24561554,GO:0005515,GO:0003677|GO:0003700|GO:0005829|GO:0006355|GO:0006974
b4141,b1372,188,Two-hybrid,PUBMED:24561554,GO:0000102|GO:0005294|GO:0005886|GO:0006865|GO:0015297|GO:0015820|GO:0015821|GO:0016020|GO:0022857|GO:0055085|GO:0071230|GO:1903714|GO:1903785,GO:0005198
b0937,b1372,188,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0006974|GO:0008752|GO:0009970|GO:0016491|GO:0042803|GO:0046306|GO:0052873|GO:1990202,GO:0005198
b3698,b1390,161,Two-hybrid,PUBMED:24561554,unknown,GO:0005515|GO:0005829|GO:0010124|GO:0062077
b0620,b1390,499,Two-hybrid,PUBMED:24561554,GO:0000156|GO:0000160|GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0006355,GO:0005515|GO:0005829|GO:0010124|GO:0062077
b0620,b1390,499,Affinity Capture-Western,PUBMED:24561554,GO:0000156|GO:0000160|GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0006355,GO:0005515|GO:0005829|GO:0010124|GO:0062077
b0620,b1390,499,Affinity Capture-Luminescence,PUBMED:24561554,GO:0000156|GO:0000160|GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0006355,GO:0005515|GO:0005829|GO:0010124|GO:0062077
b2057,b1390,187,Two-hybrid,PUBMED:24561554,GO:0009103|GO:0009242|GO:0016740|GO:0016757|GO:0016758|GO:0035250|GO:0045228,GO:0005515|GO:0005829|GO:0010124|GO:0062077
b0952,b1391,153,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0009279|GO:0030288|GO:0042802|GO:0061024,GO:0010124
b2702,b1391,343,Two-hybrid,PUBMED:24561554,GO:0005886|GO:0009401|GO:0015795|GO:0016020|GO:1902495,GO:0010124
b0738,b1399,169,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005886|GO:0015031|GO:0016020|GO:0022857|GO:0032153|GO:0043213|GO:0051301|GO:0055085|GO:0090529|GO:1905153,GO:0000976|GO:0003677|GO:0005515|GO:0006351|GO:0010124|GO:2000143
b3911,b1399,499,Two-hybrid,PUBMED:24561554,GO:0000155|GO:0000160|GO:0004673|GO:0004721|GO:0005515|GO:0005524|GO:0005886|GO:0007155|GO:0007165|GO:0009314|GO:0016020|GO:0016301|GO:0016310|GO:0018106|GO:0036460|GO:0042802|GO:0043708,GO:0000976|GO:0003677|GO:0005515|GO:0006351|GO:0010124|GO:2000143
b3911,b1399,499,Affinity Capture-Western,PUBMED:24561554,GO:0000155|GO:0000160|GO:0004673|GO:0004721|GO:0005515|GO:0005524|GO:0005886|GO:0007155|GO:0007165|GO:0009314|GO:0016020|GO:0016301|GO:0016310|GO:0018106|GO:0036460|GO:0042802|GO:0043708,GO:0000976|GO:0003677|GO:0005515|GO:0006351|GO:0010124|GO:2000143
b3329,b1399,499,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005886|GO:0015031|GO:0015627|GO:0015628,GO:0000976|GO:0003677|GO:0005515|GO:0006351|GO:0010124|GO:2000143
b3329,b1399,499,Affinity Capture-Luminescence,PUBMED:24561554,GO:0005515|GO:0005886|GO:0015031|GO:0015627|GO:0015628,GO:0000976|GO:0003677|GO:0005515|GO:0006351|GO:0010124|GO:2000143
b0397,b1410,455,Two-hybrid,PUBMED:24561554,GO:0000014|GO:0004519|GO:0004527|GO:0004529|GO:0005515|GO:0005524|GO:0006260|GO:0006274|GO:0006281|GO:0006302|GO:0006310|GO:0008296|GO:0016887|GO:1990238|GO:1990391,GO:0005515|GO:0016020|GO:0016298
b4372,b1410,256,Two-hybrid,PUBMED:24561554,GO:0003887|GO:0005515|GO:0006260|GO:0006261|GO:0008408|GO:0009314|GO:0009360|GO:0030894|GO:0043846|GO:0071897,GO:0005515|GO:0016020|GO:0016298
b3729,b1411,536,Two-hybrid,PUBMED:24561554,GO:0004360|GO:0005515|GO:0005737|GO:0005829|GO:0005975|GO:0006002|GO:0006047|GO:0006048|GO:0006487|GO:0006541|GO:0008483|GO:0097367|GO:1901137,GO:0004721|GO:0005515|GO:0005886|GO:0006470
b3306,b1432,155,Two-hybrid,PUBMED:24561554,GO:0000028|GO:0002181|GO:0003735|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0006417|GO:0019843|GO:0022627|GO:0043488|GO:1990904,GO:0003677|GO:0004519|GO:0006310|GO:0032196|GO:0046872
b2616,b1435,512,Two-hybrid,PUBMED:24561554,GO:0000724|GO:0000725|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006281|GO:0006302|GO:0006310|GO:0006974|GO:0009314|GO:0009411|GO:0009432|GO:0010165|GO:0010212|GO:0036298|GO:0043590,GO:0000154|GO:0005515|GO:0006364
b0594,b1462,152,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005829|GO:0008668|GO:0009239|GO:0016020|GO:0016746|GO:0016874|GO:0016877|GO:0019290|GO:0047527,GO:0010181|GO:0016646
b0929,b1489,386,Two-hybrid,PUBMED:24561554,GO:0001530|GO:0005216|GO:0005515|GO:0006811|GO:0008289|GO:0009279|GO:0015031|GO:0015288|GO:0016020|GO:0034220|GO:0034702|GO:0042802|GO:0042912|GO:0043213|GO:0046930|GO:0070207|GO:0097718,GO:0000287|GO:0005515|GO:0016787|GO:0019826|GO:0020037|GO:0042803|GO:0046872|GO:0070482|GO:0071111
b0684,b1499,152,Two-hybrid,PUBMED:24561554,GO:0000166|GO:0005515|GO:0005737|GO:0005829|GO:0009055|GO:0010181,GO:0003677|GO:0003700|GO:0006351|GO:0006355|GO:0043565|GO:0045893
b1015,b1517,185,Two-hybrid,PUBMED:24561554,GO:0005298|GO:0005886|GO:0006814|GO:0006865|GO:0015193|GO:0015293|GO:0015824|GO:0015912|GO:0016020|GO:0031402|GO:0035524|GO:0046942|GO:0055085|GO:1905039,GO:0003824|GO:0004332|GO:0005737|GO:0016740|GO:0016747
b2938,b1560,165,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005515|GO:0006527|GO:0008295|GO:0008792|GO:0009446|GO:0016831|GO:0030170|GO:0033388|GO:0042597|GO:0042802|GO:0046872|GO:0051289,unknown
b4088,b1560,343,Two-hybrid,PUBMED:24561554,GO:0015752|GO:0015754|GO:0016020|GO:0030246|GO:0030288|GO:0042597|GO:0048029|GO:0055052,unknown
b4217,b1604,343,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0006979|GO:0015968|GO:0016036,unknown
b0587,b1604,171,Two-hybrid,PUBMED:24561554,GO:0004713|GO:0005886|GO:0006826|GO:0015620|GO:0015685|GO:0016020,unknown
b1618,b1794,412,Two-hybrid,PUBMED:24561554,GO:0000976|GO:0003677|GO:0003700|GO:0006351|GO:0006355|GO:0045892,GO:0005525|GO:0005886|GO:0016740|GO:0043709|GO:0046872|GO:0052621|GO:1902201
b1836,b1827,594,Two-hybrid,PUBMED:24561554,GO:0005515,GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0045892
b1836,b1827,594,Affinity Capture-Western,PUBMED:24561554,GO:0005515,GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0045892
b2755,b1834,150,Two-hybrid,PUBMED:24561554,unknown,unknown
b0064,b1837,155,Two-hybrid,PUBMED:24561554,GO:0000976|GO:0001217|GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0005829|GO:0006355|GO:0019568|GO:0032993|GO:0042802|GO:0043565|GO:0045892,unknown
b2755,b1968,499,Two-hybrid,PUBMED:24561554,unknown,GO:0000155|GO:0000160|GO:0004672|GO:0004673|GO:0005515|GO:0005524|GO:0005886|GO:0006974|GO:0007165|GO:0016020|GO:0016301|GO:0016310|GO:0016772|GO:0018106|GO:0046688|GO:1901530
b2755,b1968,499,Affinity Capture-Western,PUBMED:24561554,unknown,GO:0000155|GO:0000160|GO:0004672|GO:0004673|GO:0005515|GO:0005524|GO:0005886|GO:0006974|GO:0007165|GO:0016020|GO:0016301|GO:0016310|GO:0016772|GO:0018106|GO:0046688|GO:1901530
b3858,b1973,152,Two-hybrid,PUBMED:24561554,GO:0005829,GO:0005737|GO:0005829|GO:0006882|GO:0008270|GO:0030288|GO:0034224|GO:0042597|GO:0046870|GO:0046872|GO:0070301|GO:0071276
b3826,b1973,209,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005829|GO:0006950|GO:0016787|GO:0016791|GO:0033883|GO:0046872|GO:0050308,GO:0005737|GO:0005829|GO:0006882|GO:0008270|GO:0030288|GO:0034224|GO:0042597|GO:0046870|GO:0046872|GO:0070301|GO:0071276
b3466,b1973,152,Two-hybrid,PUBMED:24561554,GO:0005886,GO:0005737|GO:0005829|GO:0006882|GO:0008270|GO:0030288|GO:0034224|GO:0042597|GO:0046870|GO:0046872|GO:0070301|GO:0071276
b2340,b1973,542,Two-hybrid,PUBMED:24561554,GO:0004721|GO:0005515|GO:0005737|GO:0036211|GO:0070297|GO:0101006,GO:0005737|GO:0005829|GO:0006882|GO:0008270|GO:0030288|GO:0034224|GO:0042597|GO:0046870|GO:0046872|GO:0070301|GO:0071276
b2495,b1973,542,Two-hybrid,PUBMED:24561554,GO:0005829|GO:0008794|GO:0016491,GO:0005737|GO:0005829|GO:0006882|GO:0008270|GO:0030288|GO:0034224|GO:0042597|GO:0046870|GO:0046872|GO:0070301|GO:0071276
b3021,b1973,542,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0005515|GO:0006355|GO:0042803|GO:0043565|GO:0044010|GO:0046872|GO:0110001,GO:0005737|GO:0005829|GO:0006882|GO:0008270|GO:0030288|GO:0034224|GO:0042597|GO:0046870|GO:0046872|GO:0070301|GO:0071276
b3361,b2001,161,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0016779|GO:0051302|GO:0070733,GO:0005886
b1748,b2086,328,Two-hybrid,PUBMED:24561554,GO:0003992|GO:0006525|GO:0006526|GO:0006527|GO:0006593|GO:0008483|GO:0019544|GO:0019545|GO:0030170|GO:0042450|GO:0042802|GO:0043825,GO:0000287|GO:0001727|GO:0005515|GO:0005524|GO:0005737|GO:0006665|GO:0008654|GO:0016301|GO:0016310|GO:0046872
b3302,b2273,151,Two-hybrid,PUBMED:24561554,GO:0000027|GO:0002181|GO:0003735|GO:0005737|GO:0005840|GO:0006412|GO:0015934|GO:0022625|GO:1990904,unknown
b2438,b2273,155,Two-hybrid,PUBMED:24561554,GO:0005198|GO:0010165|GO:0031469|GO:0031471|GO:0046336,unknown
b3807,b2334,155,Two-hybrid,PUBMED:24561554,GO:0005506|GO:0005515|GO:0005737|GO:0005829|GO:0008198|GO:0008199|GO:0016226|GO:0046872,GO:0007155|GO:0009289|GO:0043709
b2754,b2334,155,Two-hybrid,PUBMED:24561554,unknown,GO:0007155|GO:0009289|GO:0043709
b3352,b2335,157,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005829|GO:0016887,GO:0007155|GO:0009289|GO:0043709
b2566,b2345,171,Two-hybrid,PUBMED:24561554,GO:0000028|GO:0003723|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005829|GO:0005886|GO:0006468|GO:0009898|GO:0019843|GO:0042254|GO:0042274|GO:0043024|GO:0070181|GO:0097216,unknown
b3702,b2361,503,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003688|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0005886|GO:0006260|GO:0006268|GO:0006270|GO:0006275|GO:0008156|GO:0009898|GO:0016887|GO:0030174|GO:0032297|GO:0032298|GO:0042802|GO:0043565|GO:1990078|GO:1990082|GO:1990084|GO:1990101|GO:1990102|GO:1990103,GO:0002953|GO:0005515|GO:0050897
b4143,b2385,226,Two-hybrid,PUBMED:24561554,GO:0005524|GO:0009408|GO:0042026|GO:0051082|GO:0051085|GO:1990220,GO:0004177|GO:0005515|GO:0006508|GO:0008235|GO:0042803|GO:0046914|GO:0070006
b3236,b2460,152,Two-hybrid,PUBMED:24561554,GO:0005737|GO:0005829|GO:0006096|GO:0006099|GO:0006108|GO:0006113|GO:0009061|GO:0016020|GO:0016491|GO:0016615|GO:0019898|GO:0030060|GO:0042803,GO:0005515|GO:0008776|GO:0016301|GO:0016310|GO:0031469|GO:0046336
b1566,b2460,499,Two-hybrid,PUBMED:24561554,GO:0005515,GO:0005515|GO:0008776|GO:0016301|GO:0016310|GO:0031469|GO:0046336
b1566,b2460,499,Affinity Capture-Luminescence,PUBMED:24561554,GO:0005515,GO:0005515|GO:0008776|GO:0016301|GO:0016310|GO:0031469|GO:0046336
b3340,b2473,363,Two-hybrid,PUBMED:24561554,GO:0003746|GO:0003924|GO:0005525|GO:0005737|GO:0005829|GO:0006412|GO:0006414|GO:0016787|GO:0032790|GO:0097216,GO:0016787|GO:0016788|GO:0052689|GO:0106435
b4191,b2584,831,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003700|GO:0005515|GO:0005737|GO:0006351|GO:0031418|GO:0045892,GO:0003824|GO:0005515|GO:0005524|GO:0006979|GO:0009408|GO:0016746|GO:0016747|GO:0032991|GO:0042802|GO:0046872|GO:0061733
b0709,b2584,277,Two-hybrid,PUBMED:24561554,GO:0005886|GO:0015031|GO:0015333|GO:0015833|GO:0016020|GO:0035442|GO:0042937|GO:0042938|GO:0042939|GO:0055085|GO:0071916|GO:1902600|GO:1904680,GO:0003824|GO:0005515|GO:0005524|GO:0006979|GO:0009408|GO:0016746|GO:0016747|GO:0032991|GO:0042802|GO:0046872|GO:0061733
b3670,b2326,255,Two-hybrid,PUBMED:24561554,GO:0003984|GO:0005515|GO:0005829|GO:0005948|GO:0008652|GO:0009082|GO:0009097|GO:0009099|GO:0016740|GO:1990610,GO:0004497|GO:0016709|GO:0043687|GO:0046872
b3540,b2326,291,Two-hybrid,PUBMED:24561554,GO:0005524|GO:0005886|GO:0009314|GO:0015031|GO:0015232|GO:0015833|GO:0016020|GO:0016887|GO:0035351|GO:0035442|GO:0042938|GO:0055052|GO:0071916,GO:0004497|GO:0016709|GO:0043687|GO:0046872
b2952,b2326,178,Two-hybrid,PUBMED:24561554,GO:0005886|GO:0016020|GO:0071474,GO:0004497|GO:0016709|GO:0043687|GO:0046872
b0662,b2326,157,Two-hybrid,PUBMED:24561554,GO:0004497|GO:0005515|GO:0005737|GO:0006744|GO:0008682|GO:0016705|GO:0071949|GO:0110142,GO:0004497|GO:0016709|GO:0043687|GO:0046872
b3923,b0286,152,Two-hybrid,PUBMED:24561554,GO:0000303|GO:0005737|GO:0005829|GO:0009411|GO:0042594|GO:0042803,GO:0005515|GO:0009056|GO:0016491|GO:0016903|GO:0030288|GO:0042597|GO:0046872|GO:0047770|GO:0051537|GO:0110095|GO:1990204
b3735,b0286,154,Two-hybrid,PUBMED:24561554,GO:0005886|GO:0006754|GO:0015986|GO:0016020|GO:0042777|GO:0045259|GO:0045261|GO:0046933|GO:0046961|GO:1902600,GO:0005515|GO:0009056|GO:0016491|GO:0016903|GO:0030288|GO:0042597|GO:0046872|GO:0047770|GO:0051537|GO:0110095|GO:1990204
b2679,b0286,362,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0006865|GO:0006972|GO:0016020|GO:0022857|GO:0030288|GO:0031460|GO:0042597|GO:0043190|GO:0050997|GO:0055085|GO:0071470|GO:0089718|GO:1903804|GO:1990222,GO:0005515|GO:0009056|GO:0016491|GO:0016903|GO:0030288|GO:0042597|GO:0046872|GO:0047770|GO:0051537|GO:0110095|GO:1990204
b3560,b0601,253,Two-hybrid,PUBMED:24561554,GO:0004812|GO:0004820|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006412|GO:0006426|GO:0009345,GO:0005515|GO:0071453
b3418,b0601,542,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003700|GO:0005515|GO:0005524|GO:0006355|GO:0042802|GO:0045893|GO:0045913|GO:0048031,GO:0005515|GO:0071453
b2608,b0601,151,Two-hybrid,PUBMED:24561554,GO:0000028|GO:0005515|GO:0005737|GO:0005829|GO:0005840|GO:0006364|GO:0019843|GO:0030490|GO:0042254|GO:0042274|GO:0043022,GO:0005515|GO:0071453
b0779,b0601,158,Two-hybrid,PUBMED:24561554,GO:0000715|GO:0003677|GO:0004518|GO:0005515|GO:0005524|GO:0005737|GO:0006281|GO:0006289|GO:0006294|GO:0009314|GO:0009380|GO:0009381|GO:0009432|GO:0016887|GO:0042802,GO:0005515|GO:0071453
b3400,b0601,552,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003723|GO:0003727|GO:0005515|GO:0005829|GO:0009408|GO:0034605|GO:0043023,GO:0005515|GO:0071453
b0610,b0601,532,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0005515|GO:0006354|GO:0032784|GO:0070063,GO:0005515|GO:0071453
b0610,b0601,532,Affinity Capture-Western,PUBMED:24561554,GO:0003677|GO:0005515|GO:0006354|GO:0032784|GO:0070063,GO:0005515|GO:0071453
